timestamp,user_id,source_ip,country,event_type,bytes_transferred,failed_logins_last_hour,session_duration_min,label,hour_of_day,is_foreign_rare,event_type_enc,predicted,anomaly_score
2026-06-01 11:23:00,user_064,120.66.44.17,GB,data_transfer,641,1,38,normal,11,0,1,normal,-0.10484770081006084
2026-06-01 11:24:00,user_090,216.109.44.96,US,vpn_connect,282,1,16,normal,11,0,4,normal,-0.10131732639433016
2026-06-01 11:27:00,user_105,85.153.255.250,CA,vpn_connect,682,1,21,normal,11,0,4,normal,-0.10501791816570644
2026-06-01 11:27:00,user_047,211.245.102.25,CA,login,5509,0,22,normal,11,0,3,normal,-0.18253876301419591
2026-06-01 11:31:00,user_046,209.196.253.105,US,file_access,5290,0,21,normal,11,0,2,normal,-0.18186695515825535
2026-06-01 11:31:00,user_082,165.154.247.63,CA,data_transfer,9846,0,18,normal,11,0,1,normal,-0.17209247206195205
2026-06-01 11:38:00,user_043,98.119.6.60,IN,data_transfer,4246,0,42,normal,11,0,1,normal,-0.16502268792558028
2026-06-01 11:40:00,user_025,163.184.23.249,US,api_call,6460,0,38,normal,11,0,0,normal,-0.14495448844150033
2026-06-01 11:42:00,user_049,58.158.105.58,GB,login,53,0,28,normal,11,0,3,normal,-0.1785181637469696
2026-06-01 11:47:00,user_024,146.98.89.157,CA,api_call,29638,1,38,normal,11,0,0,normal,-0.035197424295293156
2026-06-01 11:47:00,user_039,33.72.116.79,US,login,3693,0,43,normal,11,0,3,normal,-0.16528945065284611
2026-06-01 11:53:00,user_087,201.156.64.72,US,data_transfer,6053,0,23,normal,11,0,1,normal,-0.175293406280069
2026-06-01 11:59:00,user_082,69.77.168.232,DE,login,40006,0,32,normal,11,0,3,normal,-0.09926998956728367
2026-06-01 12:01:00,user_103,99.77.120.36,US,data_transfer,3792,1,22,normal,12,0,1,normal,-0.1318420199078985
2026-06-01 12:06:00,user_076,207.160.176.241,US,data_transfer,10134,0,1,normal,12,0,1,normal,-0.13269023877152275
2026-06-01 12:08:00,user_030,190.154.8.34,US,vpn_connect,3935,0,12,normal,12,0,4,normal,-0.15547088162490968
2026-06-01 12:10:00,user_079,208.248.63.25,CA,login,2489,0,24,normal,12,0,3,normal,-0.18720808479786255
2026-06-01 12:19:00,user_039,220.161.11.198,US,file_access,1076,0,45,normal,12,0,2,normal,-0.16037784162806162
2026-06-01 12:19:00,user_117,11.78.169.88,CA,file_access,5205,0,39,normal,12,0,2,normal,-0.17183263006857102
2026-06-01 12:22:00,user_040,129.99.161.193,DE,api_call,2937,0,48,normal,12,0,0,normal,-0.12686216656575433
2026-06-01 12:28:00,user_120,105.51.220.147,DE,data_transfer,15471,0,19,normal,12,0,1,normal,-0.16085349657833042
2026-06-01 12:29:00,user_098,137.243.215.91,AU,api_call,13685,0,44,normal,12,0,0,normal,-0.11803557882889931
2026-06-01 12:31:00,user_013,102.51.181.166,US,login,1589,0,29,normal,12,0,3,normal,-0.18422654528010174
2026-06-01 12:32:00,user_026,75.239.247.12,DE,vpn_connect,621,0,41,normal,12,0,4,normal,-0.14191696849446805
2026-06-01 12:38:00,user_002,129.172.160.124,US,api_call,1607,0,12,normal,12,0,0,normal,-0.14331344635852078
2026-06-01 12:40:00,user_053,53.30.43.33,GB,data_transfer,6028,0,31,normal,12,0,1,normal,-0.1787825536282424
2026-06-01 12:44:00,user_095,52.148.150.78,US,data_transfer,4651,0,10,normal,12,0,1,normal,-0.16435792280688755
2026-06-01 12:47:00,user_079,95.206.175.251,US,api_call,692,0,1,normal,12,0,0,normal,-0.10655473332316523
2026-06-01 12:48:00,user_024,156.118.118.60,CA,data_transfer,3327,1,28,normal,12,0,1,normal,-0.13182983968283635
2026-06-01 12:58:00,user_093,90.94.31.214,US,login,3043,0,35,normal,12,0,3,normal,-0.17417648772081729
2026-06-01 13:04:00,user_001,119.222.194.30,DE,data_transfer,6187,0,14,normal,13,0,1,normal,-0.1723184840098851
2026-06-01 13:08:00,user_010,62.142.89.208,DE,api_call,1588,0,36,normal,13,0,0,normal,-0.1487397666962944
2026-06-01 13:09:00,user_020,178.76.128.138,CA,file_access,13882,0,53,normal,13,0,2,normal,-0.1198136866607471
2026-06-01 13:10:00,user_092,197.143.112.185,DE,api_call,633,0,22,normal,13,0,0,normal,-0.15261553585429755
2026-06-01 13:10:00,user_056,70.75.22.206,CA,data_transfer,12206,0,22,normal,13,0,1,normal,-0.1720611742379149
2026-06-01 13:12:00,user_022,98.86.37.230,AU,data_transfer,1952,0,20,normal,13,0,1,normal,-0.17837357011090016
2026-06-01 13:15:00,user_111,94.196.76.46,IN,login,530,0,30,normal,13,0,3,normal,-0.1826035902926208
2026-06-01 13:16:00,user_051,117.188.134.150,US,data_transfer,22286,0,21,normal,13,0,1,normal,-0.1541919657594183
2026-06-01 13:21:00,user_061,55.104.132.141,AU,file_access,4676,0,15,normal,13,0,2,normal,-0.18024955558399008
2026-06-01 13:23:00,user_109,35.56.30.234,IN,data_transfer,3566,0,41,normal,13,0,1,normal,-0.16787104232488853
2026-06-01 13:25:00,user_068,95.26.137.227,US,file_access,16460,1,46,normal,13,0,2,normal,-0.07834361768477915
2026-06-01 13:26:00,user_090,53.228.73.38,GB,login,2236,1,47,normal,13,0,3,normal,-0.10380877684094425
2026-06-01 13:28:00,user_056,222.65.115.81,DE,data_transfer,4413,0,27,normal,13,0,1,normal,-0.18263140633989966
2026-06-01 13:30:00,user_024,17.229.11.141,US,file_access,21991,0,56,normal,13,0,2,normal,-0.09892808632381478
2026-06-01 13:34:00,user_118,33.4.233.196,IN,data_transfer,1471,0,39,normal,13,0,1,normal,-0.17134308694106493
2026-06-01 13:35:00,user_105,39.174.201.169,US,api_call,1612,0,20,normal,13,0,0,normal,-0.1540336810307924
2026-06-01 13:36:00,user_032,222.129.255.157,CA,api_call,5807,0,21,normal,13,0,0,normal,-0.15321820724339674
2026-06-01 13:37:00,user_094,32.187.19.97,US,data_transfer,15256,0,5,normal,13,0,1,normal,-0.13503450161307884
2026-06-01 13:38:00,user_037,179.181.247.59,DE,login,1933,0,6,normal,13,0,3,normal,-0.16676777093329648
2026-06-01 13:42:00,user_001,214.252.76.244,US,login,8023,0,11,normal,13,0,3,normal,-0.16683059686375296
2026-06-01 13:43:00,user_066,15.105.51.177,US,api_call,3215,0,32,normal,13,0,0,normal,-0.1573111298880726
2026-06-01 13:43:00,user_031,97.253.246.28,US,file_access,3908,0,22,normal,13,0,2,normal,-0.184508453904481
2026-06-01 13:43:00,user_011,94.242.137.166,IN,file_access,3613,0,7,normal,13,0,2,normal,-0.16700967818272822
2026-06-01 13:47:00,user_023,77.83.191.56,US,api_call,3326,1,23,normal,13,0,0,normal,-0.10185634830469459
2026-06-01 13:53:00,user_118,88.254.45.207,GB,data_transfer,10304,1,42,normal,13,0,1,normal,-0.0957822115381306
2026-06-01 13:53:00,user_061,101.28.62.77,IN,data_transfer,24230,0,31,normal,13,0,1,normal,-0.15397004502849454
2026-06-01 13:54:00,user_020,68.29.70.245,US,login,6997,0,16,normal,13,0,3,normal,-0.1758416559861692
2026-06-01 14:03:00,user_006,74.241.143.233,US,api_call,839,0,21,normal,14,0,0,normal,-0.15138189764992388
2026-06-01 14:06:00,user_115,136.167.134.143,US,data_transfer,882,1,32,normal,14,0,1,normal,-0.12115358868762183
2026-06-01 14:10:00,user_079,74.150.44.242,CA,login,1763,0,39,normal,14,0,3,normal,-0.17082386366350222
2026-06-01 14:18:00,user_083,6.118.171.106,US,file_access,6234,0,51,normal,14,0,2,normal,-0.13817810511526118
2026-06-01 14:20:00,user_024,8.143.29.208,US,data_transfer,27060,0,1,normal,14,0,1,normal,-0.09563939507205604
2026-06-01 14:21:00,user_057,43.39.48.104,US,login,614,0,51,normal,14,0,3,normal,-0.1376418573549379
2026-06-01 14:22:00,user_013,108.33.57.248,US,file_access,6048,0,1,normal,14,0,2,normal,-0.14644480591146664
2026-06-01 14:23:00,user_079,111.214.103.76,US,data_transfer,18227,0,41,normal,14,0,1,normal,-0.14678481839751484
2026-06-01 14:23:00,user_105,107.157.13.153,US,api_call,873,0,41,normal,14,0,0,normal,-0.13572987537749115
2026-06-01 14:26:00,user_018,135.203.147.32,US,file_access,2393,1,16,normal,14,0,2,normal,-0.13530688877476738
2026-06-01 14:27:00,user_033,16.30.234.135,US,vpn_connect,7517,1,30,normal,14,0,4,normal,-0.09600227179052478
2026-06-01 14:28:00,user_008,195.86.81.126,US,api_call,1187,0,28,normal,14,0,0,normal,-0.153954248706499
2026-06-01 14:29:00,user_016,205.212.211.12,US,login,1976,0,27,normal,14,0,3,normal,-0.18374206344233085
2026-06-01 14:30:00,user_096,154.28.116.120,IN,file_access,8462,0,41,normal,14,0,2,normal,-0.1588175497960277
2026-06-01 14:32:00,user_002,103.178.106.172,US,login,9753,0,36,normal,14,0,3,normal,-0.16633270645931214
2026-06-01 14:38:00,user_092,90.98.214.249,US,login,5488,1,39,normal,14,0,3,normal,-0.11841925001024595
2026-06-01 14:39:00,user_069,95.19.73.231,GB,file_access,377,0,17,normal,14,0,2,normal,-0.17745096860018428
2026-06-01 14:41:00,user_047,68.197.166.5,AU,vpn_connect,2065,1,21,normal,14,0,4,normal,-0.11243852881808014
2026-06-01 14:42:00,user_087,113.18.196.118,US,login,1188,0,7,normal,14,0,3,normal,-0.16655687176871037
2026-06-01 14:45:00,user_076,145.96.252.139,US,api_call,12042,0,39,normal,14,0,0,normal,-0.1294477060686562
2026-06-01 14:47:00,user_053,16.2.178.240,US,file_access,1414,1,56,normal,14,0,2,normal,-0.07100187081777609
2026-06-01 14:55:00,user_103,20.29.64.113,US,file_access,1972,1,13,normal,14,0,2,normal,-0.13164089405181517
2026-06-01 14:55:00,user_068,176.245.204.21,US,file_access,4909,0,23,normal,14,0,2,normal,-0.1813308419101638
2026-06-01 14:56:00,user_109,40.157.190.164,US,login,665,0,19,normal,14,0,3,normal,-0.18226401217725358
2026-06-01 15:05:00,user_102,104.124.156.170,US,api_call,1841,0,26,normal,15,0,0,normal,-0.14705627203035976
2026-06-01 15:19:00,user_096,52.51.135.249,IN,api_call,558,0,36,normal,15,0,0,normal,-0.13744821106579985
2026-06-01 15:25:00,user_118,118.163.79.2,US,vpn_connect,1500,0,13,normal,15,0,4,normal,-0.14873079551009738
2026-06-01 15:26:00,user_043,122.213.237.235,US,data_transfer,24828,0,32,normal,15,0,1,normal,-0.13870727486974876
2026-06-01 15:28:00,user_032,153.60.180.71,US,login,260,19,4,anomaly,15,0,3,anomaly,0.027779473417484657
2026-06-01 15:28:00,user_054,62.164.19.40,US,file_access,8911,0,38,normal,15,0,2,normal,-0.15833161627917308
2026-06-01 15:34:00,user_062,3.159.75.153,US,login,129,18,5,anomaly,15,0,3,anomaly,0.02413078664307
2026-06-01 15:36:00,user_042,220.176.96.161,IN,vpn_connect,975,1,1,normal,15,0,4,normal,-0.08367410998354885
2026-06-01 15:40:00,user_033,96.97.234.41,AU,data_transfer,2371,0,47,normal,15,0,1,normal,-0.14575567559982672
2026-06-01 15:51:00,user_058,61.51.87.216,IN,vpn_connect,9146,0,18,normal,15,0,4,normal,-0.1401321368620076
2026-06-01 15:53:00,user_038,3.25.254.214,CA,vpn_connect,11244,0,36,normal,15,0,4,normal,-0.12850211471484474
2026-06-01 15:56:00,user_020,127.71.208.109,US,file_access,1063,0,8,normal,15,0,2,normal,-0.16100923840474968
2026-06-01 16:03:00,user_083,110.55.251.183,DE,vpn_connect,391,0,47,normal,16,0,4,normal,-0.10865206835067354
2026-06-01 16:03:00,user_108,114.194.63.141,DE,login,3833,0,17,normal,16,0,3,normal,-0.1690870856023673
2026-06-01 16:09:00,user_051,55.138.42.37,US,api_call,118302,0,23,normal,16,0,0,normal,-0.010920160550940361
2026-06-01 16:12:00,user_014,176.214.76.156,AU,data_transfer,10060,0,8,normal,16,0,1,normal,-0.13512950822952252
2026-06-01 16:16:00,user_028,108.106.216.35,IN,file_access,2441,0,10,normal,16,0,2,normal,-0.159199369122425
2026-06-01 16:19:00,user_016,81.2.211.149,US,vpn_connect,1289,0,1,normal,16,0,4,normal,-0.11427836054438467
2026-06-01 16:25:00,user_074,95.244.55.165,IN,file_access,723,0,14,normal,16,0,2,normal,-0.1629545224962219
2026-06-01 16:39:00,user_015,27.105.179.141,AU,data_transfer,2011,0,19,normal,16,0,1,normal,-0.15711420852405866
2026-06-01 16:45:00,user_029,17.147.235.151,US,api_call,3012,0,2,normal,16,0,0,normal,-0.09026012564345881
2026-06-01 16:55:00,user_082,177.170.16.76,DE,login,552,1,64,normal,16,0,3,normal,-0.030155703604705097
2026-06-01 17:20:00,user_048,84.102.110.159,DE,vpn_connect,15001,0,46,normal,17,0,4,normal,-0.07131834299832895
2026-06-01 17:22:00,user_088,35.240.191.48,IN,login,9725,0,29,normal,17,0,3,normal,-0.14877484872929397
2026-06-01 17:44:00,user_049,33.11.44.34,US,data_transfer,28478,0,29,normal,17,0,1,normal,-0.10850447546475678
2026-06-01 18:02:00,user_049,213.238.211.45,DE,vpn_connect,3967,0,12,normal,18,0,4,normal,-0.11170927207497355
2026-06-01 18:11:00,user_058,117.46.128.83,US,vpn_connect,2765,0,1,normal,18,0,4,normal,-0.08652186751816615
2026-06-01 18:40:00,user_077,179.229.65.170,US,vpn_connect,2215,0,1,normal,18,0,4,normal,-0.08716371559667696
2026-06-01 18:47:00,user_048,142.98.82.118,DE,data_transfer,1073,0,25,normal,18,0,1,normal,-0.13175417873479128
2026-06-01 18:50:00,user_071,200.99.175.77,IN,data_transfer,5698,1,40,normal,18,0,1,normal,-0.05379066178046532
2026-06-01 18:52:00,user_059,182.170.247.29,CA,api_call,1230,0,12,normal,18,0,0,normal,-0.09066481584741942
2026-06-01 18:57:00,user_038,46.199.116.96,GB,file_access,3450,0,22,normal,18,0,2,normal,-0.14523315975502576
2026-06-01 18:57:00,user_023,47.224.160.201,US,login,469,0,32,normal,18,0,3,normal,-0.14233283198104252
2026-06-01 19:03:00,user_014,2.36.227.125,IN,vpn_connect,3478,1,6,normal,19,0,4,normal,-0.040994509360577025
2026-06-01 19:11:00,user_102,89.250.239.198,GB,data_transfer,3032,0,4,normal,19,0,1,normal,-0.0893920850513793
2026-06-01 19:24:00,user_014,172.28.102.69,US,file_access,3005,0,37,normal,19,0,2,normal,-0.11003891002144145
2026-06-01 19:31:00,user_095,58.214.217.176,GB,api_call,2236,0,25,normal,19,0,0,normal,-0.08648552440513846
2026-06-02 01:25:00,user_023,73.24.16.157,CN,login,26295,1,4,anomaly,1,1,3,anomaly,0.11630374221901996
2026-06-02 02:09:00,user_006,23.220.226.65,BR,file_access,3639,1,2,anomaly,2,1,2,anomaly,0.08988008430004035
2026-06-02 02:26:00,user_060,28.130.222.91,KP,vpn_connect,67202,1,5,anomaly,2,1,4,anomaly,0.1444811933318556
2026-06-02 03:51:00,user_022,216.17.120.70,NG,vpn_connect,14324,1,10,anomaly,3,1,4,anomaly,0.11630820877108694
2026-06-02 04:20:00,user_085,6.99.132.8,US,data_transfer,14449339,0,82,anomaly,4,0,1,anomaly,0.16992277622399332
2026-06-02 04:35:00,user_034,191.110.12.52,US,data_transfer,595495,0,110,anomaly,4,0,1,anomaly,0.0918595021448827
2026-06-02 04:55:00,user_031,147.199.143.101,NG,file_access,8110,0,3,anomaly,4,1,2,anomaly,0.06967029252837675
2026-06-02 06:42:00,user_016,32.170.129.119,US,login,3447,0,32,normal,6,0,3,normal,-0.1338249015893243
2026-06-02 06:52:00,user_055,210.185.33.122,US,data_transfer,670,1,20,normal,6,0,1,normal,-0.08465527758198599
2026-06-02 07:04:00,user_094,181.175.209.71,US,vpn_connect,2071,1,36,normal,7,0,4,normal,-0.07133688979879443
2026-06-02 07:14:00,user_092,188.36.202.35,US,file_access,3975,1,23,normal,7,0,2,normal,-0.11164212008889046
2026-06-02 07:30:00,user_100,163.1.167.92,US,file_access,1636,1,34,normal,7,0,2,normal,-0.09828483348826705
2026-06-02 07:32:00,user_114,76.180.203.8,DE,api_call,4107,0,37,normal,7,0,0,normal,-0.10951275330103838
2026-06-02 07:37:00,user_025,214.62.221.204,GB,data_transfer,1326,0,22,normal,7,0,1,normal,-0.14585179128590292
2026-06-02 08:01:00,user_003,213.172.125.146,IN,file_access,1659,0,13,normal,8,0,2,normal,-0.16435985857108848
2026-06-02 08:22:00,user_086,83.244.148.37,US,login,2030,1,27,normal,8,0,3,normal,-0.13521783720866704
2026-06-02 08:25:00,user_059,139.231.179.225,US,vpn_connect,3009,0,24,normal,8,0,4,normal,-0.15093546297272237
2026-06-02 09:02:00,user_029,35.99.214.146,US,api_call,1383,0,15,normal,9,0,0,normal,-0.13476707200520643
2026-06-02 09:03:00,user_028,39.46.8.170,KP,login,853,0,8,anomaly,9,1,3,anomaly,0.022341344519615336
2026-06-02 09:06:00,user_093,130.115.179.111,IN,login,3310,0,35,normal,9,0,3,normal,-0.1665431953816851
2026-06-02 09:24:00,user_012,134.125.212.68,US,login,2425,0,52,normal,9,0,3,normal,-0.12481629217434898
2026-06-02 09:24:00,user_034,21.231.87.33,US,file_access,3720,0,3,normal,9,0,2,normal,-0.14144049778068912
2026-06-02 09:32:00,user_076,216.106.253.103,AU,login,7164,1,31,normal,9,0,3,normal,-0.12511631833369669
2026-06-02 09:41:00,user_088,57.58.27.230,US,file_access,6598,1,8,normal,9,0,2,normal,-0.108912418512145
2026-06-02 09:47:00,user_074,166.233.177.180,CA,login,3778,0,31,normal,9,0,3,normal,-0.17484935996908457
2026-06-02 09:51:00,user_058,63.249.31.136,AU,login,1092,34,4,anomaly,9,0,3,anomaly,0.08108637853630962
2026-06-02 10:01:00,user_025,15.111.62.182,US,data_transfer,4411,0,41,normal,10,0,1,normal,-0.16311678499027016
2026-06-02 10:04:00,user_114,207.63.146.28,US,api_call,5154,0,19,normal,10,0,0,normal,-0.15004680473728715
2026-06-02 10:07:00,user_104,60.133.183.67,DE,data_transfer,4158,1,19,normal,10,0,1,normal,-0.12501910789071802
2026-06-02 10:08:00,user_032,10.190.195.191,CA,file_access,5645,0,43,normal,10,0,2,normal,-0.16078581413251458
2026-06-02 10:14:00,user_072,77.68.200.3,US,file_access,2395,1,29,normal,10,0,2,normal,-0.1320981198519076
2026-06-02 10:14:00,user_094,193.202.106.108,AU,data_transfer,6810,0,21,normal,10,0,1,normal,-0.17331330677808343
2026-06-02 10:24:00,user_069,193.68.0.11,CA,api_call,10171,0,29,normal,10,0,0,normal,-0.1466443134162222
2026-06-02 10:24:00,user_077,13.12.154.207,US,vpn_connect,997,0,35,normal,10,0,4,normal,-0.14911081959848183
2026-06-02 10:29:00,user_065,164.236.195.88,US,login,527,0,17,normal,10,0,3,normal,-0.17933618351946218
2026-06-02 10:32:00,user_058,1.140.24.207,DE,api_call,7802,0,9,normal,10,0,0,normal,-0.12726586288804176
2026-06-02 10:37:00,user_013,158.0.98.203,US,login,5915,0,14,normal,10,0,3,normal,-0.17648815869044004
2026-06-02 10:37:00,user_079,205.99.213.22,DE,data_transfer,2182,1,29,normal,10,0,1,normal,-0.12616512753450232
2026-06-02 10:38:00,user_082,188.18.202.64,GB,login,488,0,9,normal,10,0,3,normal,-0.1679519723682325
2026-06-02 10:40:00,user_032,218.250.107.187,US,api_call,8497,0,23,normal,10,0,0,normal,-0.1458089709576334
2026-06-02 10:43:00,user_066,210.89.15.244,CA,api_call,12501,0,8,normal,10,0,0,normal,-0.11611931555662064
2026-06-02 10:50:00,user_119,74.212.216.180,AU,vpn_connect,3792,0,42,normal,10,0,4,normal,-0.13335663482178517
2026-06-02 10:53:00,user_053,162.132.48.218,US,file_access,4732,1,41,normal,10,0,2,normal,-0.10319869657859532
2026-06-02 10:54:00,user_045,122.146.137.208,IR,login,909,0,7,anomaly,10,1,3,anomaly,0.014588970867536522
2026-06-02 10:56:00,user_015,135.103.42.44,AU,vpn_connect,704,0,33,normal,10,0,4,normal,-0.15309573253898884
2026-06-02 11:01:00,user_043,91.161.112.121,US,vpn_connect,3988,0,8,normal,11,0,4,normal,-0.1517606357573958
2026-06-02 11:04:00,user_102,132.81.15.37,GB,vpn_connect,3085,0,44,normal,11,0,4,normal,-0.1376811608913503
2026-06-02 11:05:00,user_102,101.157.45.84,US,api_call,685,0,11,normal,11,0,0,normal,-0.13835819889382855
2026-06-02 11:07:00,user_084,102.189.193.41,BR,login,517,0,8,anomaly,11,1,3,anomaly,0.018800023058075155
2026-06-02 11:08:00,user_118,175.112.137.158,US,file_access,21835,0,34,normal,11,0,2,normal,-0.15034463428718825
2026-06-02 11:09:00,user_075,178.69.182.42,IN,api_call,7049,0,31,normal,11,0,0,normal,-0.15496690642304656
2026-06-02 11:13:00,user_064,120.197.96.125,US,login,659,0,27,normal,11,0,3,normal,-0.18244006598317924
2026-06-02 11:17:00,user_011,127.9.195.99,DE,data_transfer,4355,0,16,normal,11,0,1,normal,-0.17178230224445645
2026-06-02 11:19:00,user_004,91.26.222.190,US,vpn_connect,2049,0,37,normal,11,0,4,normal,-0.15636348314198473
2026-06-02 11:19:00,user_099,190.59.230.129,CA,vpn_connect,2722,1,40,normal,11,0,4,normal,-0.07543083403517131
2026-06-02 11:22:00,user_088,98.180.130.84,DE,login,6195,0,29,normal,11,0,3,normal,-0.18071944015112018
2026-06-02 11:35:00,user_021,177.246.169.61,US,vpn_connect,3036,0,20,normal,11,0,4,normal,-0.16804080132207355
2026-06-02 11:41:00,user_019,38.16.152.85,US,api_call,28716,0,3,normal,11,0,0,normal,-0.07075729530409502
2026-06-02 11:49:00,user_034,129.136.64.184,IN,file_access,10446,0,50,normal,11,0,2,normal,-0.13512161668942785
